title,total price,price per unit,unit,link,availability
Kejora Fresh Fuyu Persimmons - Avg 4-5 Lb Case,28.00,0.29,Ounce ,/sspa/click?ie=UTF8&spc=MTozNTU3MTg1ODYxMTQ5MTY1OjE3MzIyNTg4OTc6c3BfYnRmOjIwMDAyMDEyNTYxNjE4MTo6MDo6&url=%2FPersimmons-Avg-6-Lb-Case%2Fdp%2FB003UMX9YE%2Fref%3Dsr_1_28_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.AUFcuHXwsvCVC46Dwu8vkQM66_S4Q8gfHbeQHUTvVMaHgtrSE4KsRWUEVDt-hxYfBMwAH_yV7V9mTVdBvwi_CvHAgoEoMrP28q6sB55ycfwflUhmtTGaunPkJvo0T1rpLcO9ueHltQ4I_wfd7YpxGi529dfGTjee4hB2PlNnKV61yut-4XuKCktS7APCGNFFz7d7rHY_BALRvkRjSiNyUNXmn9VG8YlWZ6kknHus0WjWKC9H5wNZnePjO5JLyaWR3ToTmdnZ2SfZZ_U3EYVhHlBlvm2vujE3QLgTAZywZ98.tz2mqnzt2fuszvApLqiv8FqhfUi8N1hiqcaN4UMz3gg%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732258897%26s%3Dgrocery%26sr%3D1-28-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,In stock
Kejora Fresh Buddha Fingers Fruits - Set of 3 - Exotic and Special Fruit,55.99,18.66,Count ,/sspa/click?ie=UTF8&spc=MTozNTU3MTg1ODYxMTQ5MTY1OjE3MzIyNTg4OTc6c3BfYnRmOjIwMDA1NTY3OTQ4NDc4MTo6MDo6&url=%2FKejora-Fresh-Buddha-Fingers-Fruits%2Fdp%2FB08SZTRMGG%2Fref%3Dsr_1_29_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.AUFcuHXwsvCVC46Dwu8vkQM66_S4Q8gfHbeQHUTvVMaHgtrSE4KsRWUEVDt-hxYfBMwAH_yV7V9mTVdBvwi_CvHAgoEoMrP28q6sB55ycfwflUhmtTGaunPkJvo0T1rpLcO9ueHltQ4I_wfd7YpxGi529dfGTjee4hB2PlNnKV61yut-4XuKCktS7APCGNFFz7d7rHY_BALRvkRjSiNyUNXmn9VG8YlWZ6kknHus0WjWKC9H5wNZnePjO5JLyaWR3ToTmdnZ2SfZZ_U3EYVhHlBlvm2vujE3QLgTAZywZ98.tz2mqnzt2fuszvApLqiv8FqhfUi8N1hiqcaN4UMz3gg%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732258897%26s%3Dgrocery%26sr%3D1-29-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,In Stock
KEJORA Fresh Longan Fruit,46.60,0.97,Ounce ,/sspa/click?ie=UTF8&spc=MTozNTU3MTg1ODYxMTQ5MTY1OjE3MzIyNTg4OTc6c3BfYnRmOjIwMDAxMTgxMzkxMjY4MTo6MDo6&url=%2FKEJORA-FRESH-LONGAN-FRUIT%2Fdp%2FB07N3XT9G9%2Fref%3Dsr_1_30_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.AUFcuHXwsvCVC46Dwu8vkQM66_S4Q8gfHbeQHUTvVMaHgtrSE4KsRWUEVDt-hxYfBMwAH_yV7V9mTVdBvwi_CvHAgoEoMrP28q6sB55ycfwflUhmtTGaunPkJvo0T1rpLcO9ueHltQ4I_wfd7YpxGi529dfGTjee4hB2PlNnKV61yut-4XuKCktS7APCGNFFz7d7rHY_BALRvkRjSiNyUNXmn9VG8YlWZ6kknHus0WjWKC9H5wNZnePjO5JLyaWR3ToTmdnZ2SfZZ_U3EYVhHlBlvm2vujE3QLgTAZywZ98.tz2mqnzt2fuszvApLqiv8FqhfUi8N1hiqcaN4UMz3gg%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732258897%26s%3Dgrocery%26sr%3D1-30-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,In stock
"The Daily Good Soft-Dried Dragon Fruit Slices | All Natural Superfood Snack for Adults & Kids | Healthy, Soft and Chewy | No Sugar Added or Preservatives, Gluten Free, Vegan, Pack of 3",17.99,4.25,Ounce ,/sspa/click?ie=UTF8&spc=MToxMzg2MzgyMTAyNzEzMzIwOjE3MzIyNTg5ODY6c3BfYXRmX25leHQ6MzAwNDgyMTMwNzAwODAyOjowOjo&url=%2FSoft-Dried-Natural-Superfood-Healthy-Preservatives%2Fdp%2FB0D7BNTTTL%2Fref%3Dsr_1_25_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732258986%26s%3Dgrocery%26sr%3D1-25-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,In Stock
"Arashan Apricots – Delicious Dried Apricot Fruit, MOST Delectable Dry Apricot In The World! Grown In The Ferghana Valley In Kyrgyzstan – Apricots Dried | Sundried, Pitted, No Sugar Added (1 Lb)",14.95,0.93,Ounce ,/sspa/click?ie=UTF8&spc=MToxMzg2MzgyMTAyNzEzMzIwOjE3MzIyNTg5ODY6c3BfYXRmX25leHQ6MzAwMTQ3OTg4OTg5MDAyOjowOjo&url=%2FArashan-Apricots-Delicious-Delectable-Kyrgyzstan%2Fdp%2FB07QTXHNLJ%2Fref%3Dsr_1_26_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732258986%26s%3Dgrocery%26sr%3D1-26-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA2PJ5IFN6W50K2,In Stock
"Sunrise Fresh Dried Fruit - Dried Dark Sweet Cherries - All-Natural, Unsweetened, No Added Sugar, Resealable Snack, 32oz Bag",26.99,0.84,Ounce ,/sspa/click?ie=UTF8&spc=MToxMzg2MzgyMTAyNzEzMzIwOjE3MzIyNTg5ODY6c3BfYXRmX25leHQ6MjAwMDQ3OTUyNzA2Njk4OjowOjo&url=%2FDried-Sweet-Cherries-Added-Sunrise%2Fdp%2FB086682CRQ%2Fref%3Dsr_1_27_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732258986%26s%3Dgrocery%26sr%3D1-27-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,In Stock
Organic Green Seedless Grapes,,,,/produce-aisle-Organic-Seedless-Grapes/dp/B000RGZNAO/ref=sr_1_28_f3_0g_wf?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-28&ts_id=16318981,Currently unavailable.
"Organic Apple Honeycrisp, 48 Ounce Bag",8.99,0.19,Fl Oz,/Apple-Sugarbee-Organic-1-Each/dp/B07L4VN69V/ref=sr_1_29_f3_0g_wf?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-29&ts_id=16318981,In Stock
Fresh Persimmons- 5LBS,14.49,0.18,Ounce ,/1freshleaves-Fresh-Persimmons-5LBS/dp/B009LM5A2G/ref=sr_1_30?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-30&ts_id=16318981,In Stock
"NUT CRAVINGS Gourmet Collection - Thanksgiving Holiday Christmas Dried Fruit & Mixed Nuts Gift Basket in Reusable Wooden Tray + Ribbon (12 Assortments) Xmas Arrangement Platter, Healthy Kosher",34.38,34.38,Count ,https://aax-us-iad.amazon.com/x/c/JJAHYPgqWjbcTxwilSFJiLIAAAGTUq570wEAAAH2AQBvbm9fdHhuX2JpZDQgICBvbm9fdHhuX2ltcDIgICAM5ELW/clv1_CEuOPUxokZA0iHrVWc4hzGf7WHldTqoNlLwkyx238sJux39XiyalIPw18nHE8xvWjq0yzpNb3XTPsunPSGcABGFvOGS6DsPVD1E1RmpSdXqcGadnskfB8IkGXHyqUVY28QQYr4BrIqFvh776dc4nKTfO8qXfqxc4TfKpn0BumX-UtK2DgEd_WFSzdIXkLaUoBzYGbdaZ0Z4aSSxlfM4SP6FShsKhmdRnHgKUMqczyEpG8IxtlKKkQAwjgEbKuUJJGXTsMbnWph5ikU0TM4F8YhCwJzP6ulyLEciLzLj1U4Qzemrj95ip8A2PPTLMBIOiw7QiwMuyI68S-f2ratK7JNVY_Mx5WGdio2x3sLQA9k47LLom4QyAM-Rpe3xraw/https://www.amazon.com/NUT-CRAVINGS-Gourmet-Collection-Appreciation/dp/B0813ZQQL6/ref=sxin_15_sbv_search_btf?c=ts&content-id=amzn1.sym.f58681bc-b4ca-42b8-a516-f01430129c58%3Aamzn1.sym.f58681bc-b4ca-42b8-a516-f01430129c58&cv_ct_cx=Fresh+Fruits&dib=eyJ2IjoiMSJ9.DHt393k3d-E1ZYJ6phTKLQ.AEmklCwX5PfpEKkvECtcwOtpPdPXjjPBSt3Axw2JR44&dib_tag=se&keywords=Fresh+Fruits&pd_rd_i=B0813ZQQL6&pd_rd_r=805c0bd9-e127-45cf-aa0b-72b1061709fd&pd_rd_w=0QE5f&pd_rd_wg=aNl8Y&pf_rd_p=f58681bc-b4ca-42b8-a516-f01430129c58&pf_rd_r=GJWFPR2VZ3KRJPP9CWS0&qid=1732258986&s=grocery&sbo=9ZOMT9Jm0JH%2Ft%2BWi68iDSA%3D%3D&sr=1-25-d33b9e6f-a7f6-4fcb-9d61-c13b0762ba86&ts_id=16318981,In Stock
"Mini Seedless Watermelon, 1 Each",4.99,4.99,lb,/Mini-Seedless-Watermelon-One-Medium/dp/B002GIUGVM/ref=sr_1_31_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-31&ts_id=16318981,In Stock
"Jumbo Blueberries, 9.8 OZ",5.99,9.78,lb,/Fresh-Produce-Brands-May-Vary/dp/B08821BX1C/ref=sr_1_32_f3_0g_wf?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-32&ts_id=16318981,In Stock
"Family Tree Far, Jumbo Blueberries, 9.8 Ounce",8.59,0.88,Ounce,/Family-Tree-Jumbo-Blueberries-Ounce/dp/B0DJT3YVQB/ref=sr_1_33_f3_0g_brist?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-33&ts_id=16318981,In Stock
"Organic Green Kiwi, 16 Oz",4.99,4.99,lb,/Wild-River-Green-Organic-Ounce/dp/B07LFT2C9H/ref=sr_1_34_f3_0g_wf?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-34&ts_id=16318981,In Stock
"Navel Orange, 1 Each",1.19,1.99,lb,/Fresh-Produce-Brands-Vary-B000SE9NUG/dp/B000SE9NUG/ref=sr_1_35_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-35&ts_id=16318981,In Stock
"Honeydew Melon, 1 Each",4.49,1.21,lb,/produce-aisle-189370-Honeydew-Medium/dp/B003IMCOD8/ref=sr_1_36_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-36&ts_id=16318981,In Stock
"Lemon, 1 Each",0.79,6.20,lb,/Fresh-Produce-Brands-Vary-012-01405/dp/B001L1KRNC/ref=sr_1_37_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-37&ts_id=16318981,In Stock
"Banana, 1 Each",0.21,0.69,lb,/Produce-PRODUCE-Whole-Trade-Banana/dp/B07FYYKKQK/ref=sr_1_38_f3_0g_wf?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-38&ts_id=16318981,In Stock
"Zespri, Organic Green Kiwis, 1lb",6.99,6.99,lb,/Zespri-Organic-Green-Kiwis-1lb/dp/B01M24NIDZ/ref=sr_1_39_f3_0g_brist?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-39&ts_id=16318981,In Stock
"Lime, 1 Each",0.49,2.45,lb,/Fresh-Produce-Brands-Vary-B000NSFQIU/dp/B000NSFQIU/ref=sr_1_40_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-40&ts_id=16318981,In Stock
"Amazon Fresh Brand, Organic Fuji Apples, 2 Lb",3.99,2.00,lb,/Fresh-Brand-Organic-Fuji-Apples/dp/B08GHD5MSJ/ref=sr_1_41_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-41&ts_id=16318981,In Stock
"Green Seedless Grapes, 48 OZ",7.99,0.17,Ounce,/PANDOL-Green-Seedless-Grapes-48/dp/B097NLKWSV/ref=sr_1_42_f3_0g_wf?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-42&ts_id=16318981,In Stock
Pomegranate,3.29,3.29,Count,/Fresh-Produce-Brands-Vary-B000P6G0YO/dp/B000P6G0YO/ref=sr_1_43_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-43&ts_id=16318981,In Stock
"Amazon Fresh Brand, Organic Gala Apples, 2 Lb",3.99,2.00,lb,/Fresh-Brand-Organic-Gala-Apples/dp/B08GH7R8CR/ref=sr_1_44_f3_0g_fs?c=ts&dib=eyJ2IjoiMSJ9.2C7nbuZPzDYwRdmxl-8bTXJB1KeIrVF9Qi6CrbmP2WbrbEagDn9vejY4LcOkn7_WaqlOCVuIbTHD9vy8HCj-mJXwcmcmHQ93J6mhyPBJMA9JYBaA2JJIY9F_cQBmNUIWWVUL-KV3qMHsExv1WN-yHXnP8PU9niViv1zoYgCbTJwLyFQlfHy7nMN4vBz_IsFQ4HexH_U5TDjDkjjzrh3L-ygMNZto4J5qclV6CWy2JDKRLXbhdUuOovw2CP-iaP9RfeZ8fuRSEPzSehHrzngvPWwX4izFXix57hXC1Jkbfyg.QZSJiZvGYtRRVnkbCMKugxw9LvpSFNgNKkfL24Yj1H0&dib_tag=se&keywords=Fresh+Fruits&qid=1732258986&s=grocery&sr=1-44&ts_id=16318981,In Stock
